100
651	652
671	652
691	652
711	652
731	652
751	652
771	652
791	652
811	652
831	652
651	672
671	672
691	672
711	672
731	672
751	672
771	672
791	672
811	672
831	672
651	692
671	692
691	692
711	692
731	692
751	692
771	692
791	692
811	692
831	692
651	712
671	712
691	712
711	712
731	712
751	712
771	712
791	712
811	712
831	712
651	732
671	732
691	732
711	732
731	732
751	732
771	732
791	732
811	732
831	732
651	752
671	752
691	752
711	752
731	752
751	752
771	752
791	752
811	752
831	752
651	772
671	772
691	772
711	772
731	772
751	772
771	772
791	772
811	772
831	772
651	792
671	792
691	792
711	792
731	792
751	792
771	792
791	792
811	792
831	792
651	812
671	812
691	812
711	812
731	812
751	812
771	812
791	812
811	812
831	812
651	832
671	832
691	832
711	832
731	832
751	832
771	832
791	832
811	832
831	832
