1150
1	383
2	117
3	1343
4	1105
6	482
8	207
8	340
8	1136
8	1432
9	1043
11	737
13	1360
13	1449
14	922
15	555
16	499
17	865
17	1196
18	519
18	1235
19	1290
20	280
27	334
28	438
28	786
29	882
30	458
32	579
34	558
36	376
38	828
38	1251
41	923
44	620
45	338
46	314
46	1340
47	1500
48	640
49	438
49	477
51	1429
52	92
52	739
52	968
55	883
55	1013
56	537
57	18
57	680
62	107
66	860
66	1106
67	81
67	925
69	1031
69	1302
70	430
70	473
70	778
73	564
73	1347
74	7
75	195
75	898
76	52
77	1147
79	346
80	1321
83	938
84	485
88	748
90	1190
90	1338
91	157
92	1499
93	956
95	369
98	1260
98	1312
98	1425
99	508
99	1355
100	1232
102	912
102	1147
104	173
104	489
104	1174
105	274
105	604
106	223
109	766
110	472
110	948
111	970
112	723
115	1217
117	1414
118	1133
119	355
124	51
124	741
124	842
125	337
127	488
129	567
130	1450
131	782
132	1117
133	314
133	587
133	685
134	1085
135	375
135	1169
138	703
140	83
141	1381
142	901
143	472
145	241
145	1066
145	1360
147	272
147	494
147	1101
148	173
151	1325
152	414
152	959
153	1263
154	144
154	663
154	1403
157	395
160	5
160	432
160	587
163	1117
163	1291
165	912
168	1061
170	607
171	1019
172	1275
173	362
173	1323
175	627
175	1407
177	713
184	346
185	291
188	374
188	1114
189	975
190	1052
190	1284
193	668
193	1034
195	239
196	704
197	1166
200	214
202	183
203	529
204	1248
205	766
207	936
209	470
210	1014
213	346
214	1332
216	953
217	704
218	84
218	1464
222	1374
224	764
225	7
231	413
231	495
231	625
232	606
232	1339
234	644
235	439
235	663
236	823
238	28
238	1179
240	917
241	93
243	343
244	525
245	136
245	178
246	767
247	586
247	1432
250	482
256	1397
257	37
257	1416
258	1149
259	955
260	705
264	524
264	837
266	763
267	172
268	261
268	343
269	583
270	1361
272	1069
273	370
273	934
273	1112
273	1179
275	972
276	1159
277	442
277	899
278	661
278	721
281	461
282	189
283	1385
290	1368
293	1189
295	144
295	1168
298	936
298	1405
301	452
301	788
301	1309
305	1387
307	1130
309	726
310	749
311	217
312	1344
314	324
315	378
315	847
315	1277
316	800
318	775
319	896
319	1473
320	1451
325	1384
327	1010
330	911
330	1365
331	501
331	692
332	458
332	634
336	955
338	718
338	811
340	1464
341	1104
343	409
343	771
343	1426
344	1152
345	900
351	1273
352	115
353	659
359	1070
359	1446
361	1409
362	1236
363	987
365	159
367	443
368	410
368	632
369	1009
370	353
371	739
373	1349
375	695
376	463
377	118
377	1486
379	1168
380	308
381	528
381	876
382	369
382	722
382	1327
383	279
384	1428
385	1370
387	1148
388	676
388	894
391	1347
395	266
396	790
396	1091
401	688
403	531
403	774
403	1113
404	435
404	1431
406	888
407	757
407	1230
408	1034
408	1150
409	627
410	71
410	169
411	225
415	1478
417	477
419	91
419	1074
421	350
422	872
423	50
423	184
423	523
424	294
